iter	Passed	Remaining
1624	8649	5663
1625	8654	5658
1626	8659	5652
1627	8664	5647
1628	8669	5641
1629	8674	5635
1630	8680	5630
1631	8685	5625
1632	8690	5619
1633	8696	5614
1634	8703	5610
1635	8710	5606
1636	8716	5601
1637	8722	5596
1638	8727	5591
1639	8733	5586
1640	8739	5581
1641	8744	5575
1642	8750	5570
1643	8755	5565
1644	8761	5560
1645	8767	5555
1646	8772	5550
1647	8778	5545
1648	8785	5540
1649	8790	5535
1650	8796	5530
1651	8802	5525
1652	8807	5519
1653	8812	5514
1654	8817	5509
1655	8823	5504
1656	8828	5498
1657	8833	5493
1658	8838	5487
1659	8843	5482
1660	8848	5476
1661	8853	5470
1662	8858	5465
1663	8862	5459
1664	8867	5453
1665	8872	5448
1666	8877	5442
1667	8881	5436
1668	8886	5430
1669	8891	5425
1670	8896	5419
1671	8900	5413
1672	8906	5408
1673	8911	5403
1674	8916	5397
1675	8921	5392
1676	8926	5386
1677	8930	5380
1678	8935	5375
1679	8941	5370
1680	8946	5364
